,Type,LongestShell,Diameter,Height,WholeWeight,ShuckedWeight,VisceraWeight,ShellWeight,Rings
1234,0,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,13
1235,0,0.59,0.485,0.205,1.2315,0.4525,0.238,0.42,13
1236,0,0.675,0.535,0.16,1.41,0.5920000000000001,0.3175,0.42,16
1237,1,0.525,0.38,0.135,0.615,0.261,0.159,0.175,8
1238,2,0.515,0.39,0.14,0.6779999999999999,0.341,0.1325,0.119,8
1239,1,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8
1240,1,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,4
1241,2,0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,11
1242,0,0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625,10
1243,1,0.535,0.4,0.135,0.775,0.368,0.208,0.2055,8
1244,0,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,13
1245,2,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,10
1246,2,0.575,0.45,0.165,0.9655,0.498,0.19,0.23,8
1247,1,0.42,0.32,0.115,0.409,0.2055,0.0935,0.105,8
1248,1,0.56,0.435,0.135,0.72,0.3289999999999999,0.103,0.251,11
1249,1,0.45,0.36,0.125,0.45,0.191,0.0865,0.145,12
1250,2,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,11
1251,2,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,10
1252,2,0.615,0.5,0.17,1.054,0.4845,0.228,0.295,10
1253,2,0.605,0.49,0.18,1.167,0.457,0.29,0.3745,9
1254,2,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,9
1255,2,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,13
1256,1,0.37,0.275,0.1,0.22,0.094,0.045,0.065,7
1257,2,0.65,0.525,0.19,1.3685,0.5975,0.296,0.4,11
1258,2,0.615,0.485,0.215,0.9615,0.422,0.176,0.29,11
1259,1,0.35,0.27,0.075,0.215,0.1,0.036,0.065,6
1260,0,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,12
1261,2,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,7
1262,0,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9
1263,0,0.75,0.615,0.205,2.2635,0.821,0.423,0.726,12
1264,2,0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506,10
1265,0,0.58,0.5,0.165,0.925,0.37,0.185,0.3005,10
1266,1,0.545,0.42,0.125,0.7170000000000001,0.358,0.1119999999999999,0.22,8
1267,2,0.66,0.51,0.175,1.218,0.5055,0.303,0.37,11
1268,1,0.53,0.405,0.12,0.632,0.2715,0.148,0.1875,9
1269,0,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,9
1270,1,0.51,0.375,0.15,0.8415,0.3845,0.156,0.255,10
1271,0,0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,8
1272,1,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306,12
1273,2,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,7
1274,2,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,13
1275,0,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,8
1276,0,0.65,0.5,0.19,1.464,0.6415,0.3389999999999999,0.4245,9
1277,2,0.535,0.435,0.15,0.725,0.2689999999999999,0.1385,0.25,9
1278,0,0.545,0.415,0.2,1.358,0.5670000000000001,0.318,0.4029999999999999,10
1279,0,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,8
1280,2,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,11
1281,0,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,6
1282,2,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,11
1283,1,0.55,0.435,0.165,0.804,0.34,0.1939999999999999,0.244,8
1284,0,0.45,0.35,0.145,0.5425,0.1765,0.123,0.175,13
1285,1,0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,8
1286,1,0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345,6
1287,2,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,9
1288,0,0.62,0.5,0.17,1.148,0.5475,0.22,0.3315,10
1289,2,0.64,0.49,0.155,1.1285,0.477,0.2689999999999999,0.34,9
1290,2,0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,9
1291,2,0.53,0.41,0.14,0.6809999999999999,0.3095,0.1415,0.1835,6
1292,1,0.435,0.34,0.11,0.407,0.1685,0.073,0.13,10
1293,2,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,10
1294,0,0.62,0.475,0.16,1.1295,0.4629999999999999,0.2685,0.33,10
1295,2,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,9
1296,0,0.555,0.425,0.14,0.7879999999999999,0.282,0.1595,0.285,11
1297,0,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,9
1298,0,0.625,0.485,0.15,1.0945,0.531,0.261,0.296,10
1299,1,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,4
1300,1,0.5,0.385,0.12,0.516,0.1969999999999999,0.1305,0.165,8
1301,1,0.51,0.4,0.125,0.5935,0.239,0.13,0.204,8
1302,0,0.345,0.255,0.1,0.1969999999999999,0.071,0.051,0.06,9
1303,1,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,7
1304,0,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16
1305,1,0.405,0.31,0.065,0.3205,0.1575,0.066,0.088,6
1306,1,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,5
1307,0,0.575,0.47,0.155,1.116,0.509,0.238,0.34,10
1308,2,0.69,0.53,0.19,1.5955,0.6779999999999999,0.331,0.48,10
1309,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
1310,0,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9
1311,2,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,10
1312,2,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,8
1313,1,0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,9
1314,1,0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228,8
1315,1,0.5,0.375,0.14,0.5589999999999999,0.2375,0.135,0.1689999999999999,9
1316,1,0.29,0.225,0.075,0.152,0.071,0.059,0.045,9
1317,1,0.415,0.32,0.115,0.3045,0.1215,0.0735,0.094,7
1318,2,0.595,0.475,0.16,1.3175,0.408,0.2339999999999999,0.58,21
1319,0,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,18
1320,2,0.65,0.515,0.18,1.3315,0.5665,0.347,0.405,13
1321,0,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,15
1322,0,0.63,0.5,0.16,1.22,0.4905,0.3,0.345,14
1323,0,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9
1324,0,0.415,0.305,0.105,0.3605,0.12,0.0819999999999999,0.1,10
1325,2,0.57,0.43,0.12,1.0615,0.348,0.1669999999999999,0.31,15
1326,2,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,13
1327,0,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,11
1328,1,0.425,0.315,0.08,0.303,0.131,0.0585,0.095,7
1329,1,0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,15
1330,1,0.435,0.335,0.1,0.3295,0.129,0.07,0.11,7
1331,1,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,5
1332,2,0.455,0.365,0.095,0.514,0.2245,0.1009999999999999,0.15,15
1333,1,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,11
1334,1,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,13
1335,0,0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,9
1336,2,0.59,0.485,0.12,0.911,0.39,0.182,0.29,16
1337,1,0.445,0.345,0.105,0.409,0.1675,0.1015,0.1169999999999999,7
1338,0,0.535,0.45,0.135,0.8075,0.322,0.181,0.25,13
1339,1,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,9
1340,2,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,10
1341,2,0.345,0.255,0.08,0.1689999999999999,0.06,0.0425,0.054,10
1342,2,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10
1343,0,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13
1344,1,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,10
1345,0,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,10
1346,0,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12
1347,2,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,11
1348,2,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38,11
1349,1,0.435,0.325,0.105,0.335,0.136,0.065,0.115,8
1350,0,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,10
1351,0,0.475,0.375,0.15,0.5589999999999999,0.1955,0.1215,0.1945,12
1352,2,0.525,0.405,0.16,0.792,0.316,0.1455,0.28,13
1353,1,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,8
1354,1,0.475,0.375,0.11,0.494,0.211,0.109,0.1545,8
1355,0,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,22
1356,2,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59,14
1357,0,0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,10
1358,0,0.635,0.5,0.18,1.3119999999999998,0.529,0.2485,0.485,18
1359,0,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,14
1360,1,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,8
1361,1,0.47,0.355,0.115,0.4155,0.1669999999999999,0.084,0.139,7
1362,1,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,7
1363,0,0.49,0.385,0.15,0.7865,0.241,0.14,0.24,23
1364,0,0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,9
1365,0,0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,23
1366,0,0.61,0.49,0.17,1.137,0.4605,0.2825,0.344,12
1367,1,0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,4
1368,1,0.48,0.37,0.125,0.5435,0.244,0.1009999999999999,0.165,9
1369,0,0.545,0.43,0.14,0.8320000000000001,0.4355,0.17,0.201,9
1370,2,0.48,0.365,0.13,0.5305,0.2405,0.127,0.139,8
1371,2,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,10
1372,0,0.52,0.405,0.145,0.8290000000000001,0.3535,0.1685,0.205,15
1373,0,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8
1374,0,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,10
1375,2,0.56,0.45,0.145,0.894,0.3885,0.2095,0.264,9
1376,2,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,8
1377,2,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,9
1378,0,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,15
1379,1,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,11
1380,0,0.665,0.53,0.185,1.3955,0.456,0.3205,0.49,15
1381,0,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,13
1382,1,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,4
1383,2,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,12
1384,1,0.295,0.215,0.085,0.128,0.049,0.034,0.04,6
1385,1,0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,7
1386,0,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,10
1387,2,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,10
1388,0,0.735,0.565,0.205,2.1275,0.949,0.46,0.565,12
1389,2,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,12
1390,1,0.52,0.395,0.125,0.6629999999999999,0.3005,0.131,0.1905,9
1391,0,0.54,0.435,0.175,0.892,0.322,0.174,0.335,13
1392,2,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,19
1393,2,0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,9
1394,2,0.53,0.435,0.16,0.883,0.316,0.1639999999999999,0.335,15
1395,2,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,10
1396,2,0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,20
1397,0,0.645,0.51,0.19,1.3630000000000002,0.573,0.362,0.36,10
1398,1,0.315,0.24,0.07,0.1369999999999999,0.0545,0.0315,0.04,8
1399,2,0.575,0.47,0.15,0.9785,0.4505,0.196,0.276,9
1400,0,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,14
1401,2,0.56,0.425,0.135,0.8490000000000001,0.3265,0.221,0.2645,10
1402,2,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,11
1403,0,0.625,0.525,0.195,1.352,0.4505,0.2445,0.53,13
1404,2,0.565,0.47,0.195,1.142,0.387,0.258,0.35,17
1405,0,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,13
1406,0,0.75,0.57,0.21,2.236,1.109,0.5195,0.545,11
1407,2,0.685,0.52,0.15,1.3430000000000002,0.4635,0.292,0.4,13
1408,1,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,5
1409,0,0.42,0.33,0.125,0.4629999999999999,0.186,0.11,0.145,10
1410,0,0.595,0.465,0.155,1.026,0.4645,0.1119999999999999,0.305,12
1411,0,0.565,0.505,0.21,1.2765,0.501,0.2789999999999999,0.355,12
1412,1,0.36,0.25,0.115,0.465,0.21,0.1055,0.128,7
1413,1,0.465,0.375,0.12,0.471,0.222,0.119,0.14,9
1414,2,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,9
1415,0,0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,12
1416,0,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,10
1417,1,0.38,0.3,0.1,0.286,0.1305,0.0559999999999999,0.09,7
1418,2,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,10
1419,2,0.665,0.525,0.16,1.3630000000000002,0.629,0.2789999999999999,0.34,8
1420,2,0.565,0.43,0.15,0.831,0.4245,0.1735,0.2189999999999999,10
1421,2,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,18
1422,0,0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,11
1423,0,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14
1424,2,0.63,0.485,0.155,1.278,0.637,0.275,0.31,8
1425,1,0.53,0.395,0.115,0.475,0.2025,0.1009999999999999,0.148,8
1426,2,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15
1427,0,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,11
1428,1,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7
1429,2,0.595,0.47,0.175,0.991,0.382,0.2395,0.5,12
1430,0,0.655,0.515,0.2,1.494,0.7255,0.309,0.405,12
1431,1,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,9
1432,2,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,11
1433,2,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10
1434,2,0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,11
1435,0,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,9
1436,2,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,9
1437,0,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,15
1438,0,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9
1439,2,0.68,0.54,0.21,1.7885,0.8345,0.408,0.437,13
1440,2,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8
1441,1,0.41,0.325,0.1,0.3245,0.132,0.072,0.106,6
1442,1,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,9
1443,1,0.41,0.32,0.095,0.2905,0.141,0.063,0.073,5
1444,2,0.58,0.445,0.16,0.984,0.49,0.201,0.27,9
1445,2,0.47,0.37,0.135,0.547,0.222,0.1325,0.17,12
1446,2,0.63,0.49,0.17,1.1745,0.5255,0.273,0.3389999999999999,11
1447,2,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1,7
1448,0,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,17
1449,0,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,10
1450,2,0.335,0.265,0.105,0.222,0.0935,0.0559999999999999,0.075,7
1451,1,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,7
1452,2,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,13
1453,1,0.55,0.425,0.135,0.6559999999999999,0.257,0.17,0.203,10
1454,2,0.735,0.59,0.205,2.087,0.909,0.474,0.625,12
1455,0,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9
1456,2,0.485,0.39,0.12,0.599,0.251,0.1345,0.1689999999999999,8
1457,0,0.605,0.46,0.17,1.122,0.347,0.3045,0.315,13
1458,1,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,5
1459,0,0.645,0.52,0.18,1.285,0.5775,0.352,0.317,9
1460,0,0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,10
1461,0,0.675,0.57,0.225,1.587,0.7390000000000001,0.2995,0.435,10
1462,1,0.375,0.275,0.09,0.218,0.093,0.0405,0.0755,6
1463,0,0.61,0.47,0.16,1.017,0.426,0.2255,0.32,12
1464,2,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9
1465,0,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,12
1466,1,0.29,0.205,0.07,0.0975,0.036,0.019,0.035,8
1467,1,0.57,0.44,0.15,0.755,0.3425,0.16,0.2239999999999999,8
1468,2,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,10
1469,2,0.65,0.505,0.17,1.5595,0.695,0.3515,0.395,11
1470,2,0.61,0.45,0.15,0.871,0.407,0.1835,0.25,10
1471,0,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14
1472,1,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,17
1473,0,0.6,0.45,0.14,0.8370000000000001,0.37,0.177,0.2425,10
1474,2,0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,15
1475,2,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13
1476,2,0.5,0.4,0.145,0.6025,0.216,0.138,0.21,11
1477,1,0.59,0.45,0.125,0.86,0.437,0.1515,0.245,9
1478,1,0.49,0.365,0.125,0.5585,0.252,0.126,0.1615,10
1479,1,0.59,0.47,0.145,0.974,0.4529999999999999,0.236,0.289,8
1480,0,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9
1481,0,0.675,0.535,0.22,1.604,0.6175,0.4255,0.4529999999999999,14
1482,2,0.66,0.515,0.165,1.4465,0.6940000000000001,0.298,0.3755,10
1483,0,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,13
1484,2,0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,9
1485,0,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,10
1486,2,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075,11
1487,1,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,9
1488,0,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8
1489,2,0.46,0.355,0.14,0.491,0.207,0.115,0.174,10
1490,1,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,9
1491,1,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8
1492,0,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,10
1493,0,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13
1494,2,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,9
1495,1,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,8
1496,2,0.635,0.515,0.17,1.275,0.509,0.286,0.34,16
1497,2,0.48,0.36,0.1,0.439,0.1939999999999999,0.099,0.115,8
1498,0,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,11
1499,0,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,8
1500,1,0.495,0.38,0.145,0.5,0.205,0.148,0.1505,8
1501,1,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054,6
1502,1,0.39,0.31,0.085,0.344,0.181,0.0695,0.079,7
1503,1,0.485,0.345,0.16,0.8690000000000001,0.3085,0.185,0.319,9
1504,0,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,10
1505,1,0.405,0.3,0.11,0.32,0.172,0.044,0.093,7
1506,2,0.605,0.48,0.17,1.1835,0.5820000000000001,0.2365,0.317,10
1507,1,0.245,0.19,0.06,0.086,0.042,0.0139999999999999,0.025,4
1508,2,0.565,0.445,0.15,0.7959999999999999,0.3635,0.184,0.2189999999999999,8
1509,1,0.43,0.34,0.125,0.384,0.1375,0.061,0.146,14
1510,0,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9
1511,2,0.465,0.36,0.105,0.488,0.188,0.0845,0.19,10
1512,0,0.595,0.495,0.235,1.366,0.5065,0.2189999999999999,0.52,13
1513,1,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,8
1514,2,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10
1515,1,0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196,11
1516,0,0.5,0.38,0.14,0.6355,0.2769999999999999,0.143,0.1785,8
1517,2,0.475,0.37,0.125,0.649,0.347,0.136,0.142,8
1518,1,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,9
1519,2,0.675,0.545,0.185,1.7375,0.8759999999999999,0.3135,0.469,13
1520,1,0.375,0.28,0.08,0.226,0.105,0.047,0.065,6
1521,1,0.21,0.17,0.045,0.0475,0.019,0.011,0.013,5
1522,2,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,10
1523,1,0.495,0.375,0.12,0.614,0.2855,0.1365,0.161,8
1524,2,0.65,0.485,0.14,1.175,0.475,0.2435,0.215,8
1525,2,0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775,8
1526,0,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,9
1527,2,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,10
1528,2,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13
1529,0,0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,11
1530,2,0.735,0.59,0.215,1.747,0.7275,0.4029999999999999,0.557,11
1531,1,0.37,0.28,0.1,0.221,0.1165,0.0265,0.0635,6
1532,2,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10
1533,1,0.28,0.205,0.08,0.127,0.052,0.039,0.042,9
1534,1,0.55,0.42,0.13,0.636,0.294,0.144,0.1755,8
1535,2,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,14
1536,2,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,9
1537,1,0.41,0.305,0.095,0.2625,0.1,0.0515,0.09,6
1538,0,0.525,0.4,0.135,0.7140000000000001,0.318,0.138,0.208,10
1539,1,0.28,0.2,0.065,0.0895,0.036,0.0185,0.03,7
1540,1,0.375,0.29,0.095,0.2875,0.123,0.0605,0.08,6
1541,0,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,17
1542,1,0.445,0.31,0.09,0.336,0.1555,0.09,0.0855,7
1543,2,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9
1544,2,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11
1545,2,0.66,0.505,0.19,1.4385,0.6775,0.285,0.178,11
1546,2,0.58,0.45,0.15,0.927,0.276,0.1815,0.36,14
1547,2,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,9
1548,0,0.7,0.545,0.13,1.556,0.6725,0.374,0.195,12
1549,2,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,10
1550,1,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,9
1551,2,0.495,0.39,0.15,0.853,0.3285,0.1889999999999999,0.27,14
1552,2,0.62,0.48,0.155,1.2555,0.527,0.374,0.3175,11
1553,2,0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,12
1554,2,0.61,0.475,0.175,1.024,0.409,0.261,0.322,9
1555,1,0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755,9
1556,0,0.63,0.485,0.185,1.167,0.5479999999999999,0.2485,0.34,10
1557,0,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,9
1558,0,0.425,0.335,0.095,0.322,0.1205,0.061,0.125,10
1559,2,0.385,0.295,0.095,0.335,0.147,0.094,0.09,7
1560,2,0.595,0.455,0.15,0.8859999999999999,0.4315,0.201,0.223,10
1561,1,0.435,0.325,0.1,0.366,0.174,0.0725,0.109,7
1562,0,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11
1563,2,0.61,0.48,0.15,1.1495,0.564,0.2739999999999999,0.264,8
1564,0,0.53,0.425,0.13,0.7585,0.325,0.1969999999999999,0.205,8
1565,2,0.505,0.395,0.125,0.635,0.29,0.1555,0.175,9
1566,2,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10
1567,0,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,9
1568,2,0.59,0.475,0.145,1.053,0.4415,0.262,0.325,15
1569,1,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,12
1570,2,0.7,0.55,0.195,1.6245,0.675,0.347,0.535,13
1571,0,0.675,0.51,0.15,1.1965,0.475,0.304,0.386,11
1572,0,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,9
1573,2,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10
1574,0,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,10
1575,2,0.64,0.51,0.17,1.3715,0.5670000000000001,0.307,0.409,10
1576,2,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,12
1577,2,0.685,0.53,0.17,1.56,0.647,0.3829999999999999,0.465,11
1578,2,0.695,0.53,0.21,1.51,0.664,0.4095,0.385,10
1579,0,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,10
1580,2,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,12
1581,0,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,9
1582,0,0.585,0.42,0.155,1.034,0.437,0.2225,0.32,11
1583,1,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,8
1584,1,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,8
1585,1,0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,9
1586,0,0.46,0.365,0.115,0.4485,0.165,0.083,0.17,14
1587,0,0.575,0.48,0.15,0.8745,0.375,0.193,0.29,12
1588,1,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,7
1589,2,0.655,0.515,0.2,1.3730000000000002,0.4429999999999999,0.3375,0.49,16
1590,1,0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038,6
1591,0,0.655,0.54,0.215,1.5555,0.695,0.296,0.444,11
1592,2,0.63,0.495,0.18,1.31,0.495,0.295,0.4695,10
1593,1,0.435,0.335,0.105,0.3535,0.156,0.05,0.1135,7
1594,1,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,5
1595,0,0.585,0.45,0.15,0.938,0.467,0.203,0.225,7
1596,2,0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,11
1597,2,0.47,0.365,0.12,0.612,0.327,0.15,0.14,8
1598,2,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,14
1599,0,0.595,0.475,0.17,1.247,0.48,0.225,0.425,20
1600,2,0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315,8
1601,0,0.645,0.52,0.17,1.197,0.526,0.2925,0.317,11
1602,1,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,10
1603,1,0.315,0.23,0.07,0.1639999999999999,0.0625,0.04,0.045,6
